Driven_four_above,Worried_rising_covid,Vulnerable,@3.Pleaseexplainthemainreasonsforyouranswer,@4.KindlyanswerthefollowingcommonstatementsaboutCovid19,Origination_virus,Spread_human_human,Symptoms,Virus_airborn,Develop_severe_cases,No_vaccine,Wash_hands,Cover_nose_mouth,Eating_bushmeat,Isolation,Contact_infected_person,Avoid_crowd,Lock_down,Social_distancing,Nose_mask,No_mask_no_entry,Proper_handwashing,Passenger_details,TOTALSCORE,Knowledge_group,Ghana_fight_covid,Confidence,@4c.KindlyanswerthefollowingcommonstatementsaboutCovid19,Crowded_place,Travelled_public,Recently_wash_sanitized,Wear_mask,Location,Gender,Age,30-39,Prmiary,8,Marrried,Islam,6,Bolt
Yes,"Yes, absolutely",Yes,I sometimes wear my nose whenever I engage my clients, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,13,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,24,18-29,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Come into contact with new passengers each day, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,13,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,26,18-29,Tertiary,18,Single,Christian,7,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,You get I'm touch with so many people in a day and that is a scare, ,Incorrect,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,13,High,Yes,Yes, ,No,No,No,Yes,Kumasi,Male,27,18-29,Tertiary,18,Single,Islam,5,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,13,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,27,18-29,Tertiary,18,Single,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,Some don't show symptoms of covid 19, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,13,High,No,No, ,No,No,No,Yes,Kumasi,Male,28,18-29,Tertiary,18,Single,Islam,5,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Incorrect,13,High,No,No, ,Yes,No,Yes,Yes,Kumasi,Male,28,18-29,SSS/SHS,14,Co-habiting (living with a partner but not married),Christian,2,Bolt
Yes,No,No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,13,High,Yes,Yes, ,Yes,No,No,Yes,Kumasi,Male,28,18-29,Tertiary,18,Single,Christian,4,Uber
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,13,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,29,18-29,Tertiary,18,Single,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,13,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,29,18-29,Tertiary,16,Marrried,Christian,3,Uber
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,13,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,29,18-29,Tertiary,17,Co-habiting (living with a partner but not married),Christian,6,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,13,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,29,30-39,SSS/SHS,14,Marrried,Christian,2,Uber
Yes,"Yes, absolutely",Yes,I meet different people everyday, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,13,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,31,30-39,SSS/SHS,14,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,"In the sense that if we don't protect ourselves well, we can get the virus because we don't know the health status of the people we meet", ,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,13,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,31,30-39,Tertiary,20,Marrried,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,13,High,Yes,Yes, ,No,Yes,No,Yes,Kumasi,Male,33,30-39,Tertiary,17,Marrried,Christian,2,Uber
Yes,"Yes, but not as it was in March 2020",Yes,People have not been vaccinated, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,13,High,Yes,Yes, ,Yes,No,No,Yes,Kumasi,Male,34,30-39,Tertiary,20,Marrried,Christian,5,Uber
Yes,"Yes, but not as it was in March 2020",No, , ,Incorrect,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,13,High,No,No, ,No,Yes,Yes,No,Kumasi,Male,34,30-39,Tertiary,16,Marrried,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,I sometimes pick unhealthy people, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,13,High,No,No, ,Yes,Yes,Yes,Yes,Kumasi,Male,34,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,13,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,35,30-39,SSS/SHS,14,Marrried,Christian,5,Uber
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,13,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,38,30-39,Voc./Tech./Commercial,17,Marrried,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Meets new passages each day, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,13,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,38,40 & above,SSS/SHS,14,Marrried,Christian,8,Yango
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,13,High,Yes,No, ,Yes,Yes,Yes,Yes,Kumasi,Male,40,30-39,Voc./Tech./Commercial,16,Co-habiting (living with a partner but not married),Christian,1,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,No,Accra,Male,32,18-29,SSS/SHS,14,Single,Islam,11,Bolt
Yes,No,Yes,Different people patronize my service without me knowing their COVID-19 status, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,23,18-29,SSS/SHS,14,Single,Christian,2,Uber
Yes,"Yes, absolutely",Yes,You don't know if your customers has it or not, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,24,18-29,SSS/SHS,14,Single,Christian,2,Uber
Yes,"Yes, absolutely",Yes,Most customers come without mask and they mostly pay with cash, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,24,18-29,SSS/SHS,14,Single,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,Because I heard in the news that some colleagues got the virus, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,No, ,Yes,Yes,Yes,Yes,Accra,Male,24,18-29,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Contact with people, ,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,25,18-29,Tertiary,17,Single,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,25,18-29,Tertiary,18,Single,Christian,5,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,25,18-29,SSS/SHS,14,Single,Christian,2,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Correct,Correct,5,Low,No,No, ,No,No,Yes,Yes,Accra,Male,26,18-29,JSS/JHS/Mid. School,11,Single,Christian,12,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,26,18-29,SSS/SHS,13,Single,Christian,1,Bolt
Yes,"Yes, absolutely",Yes,Collection of money, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,26,18-29,SSS/SHS,14,Single,Christian,2,Bolt
Yes,"Yes, absolutely",Yes,Contact with people, ,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,No, ,No,No,Yes,Yes,Accra,Male,26,18-29,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,I think I am vulnerable because most customers pay me using cash and also some passengers think it's just the two of us in the car so the dimtklo see the need to wear their mask even if I insist, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,26,18-29,SSS/SHS,14,Single,Islam,1,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Most customers use cash as mode of payment, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,26,18-29,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,27,18-29,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,27,18-29,SSS/SHS,14,Single,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,I am exposed to different people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,27,18-29,SSS/SHS,14,Co-habiting (living with a partner but not married),Christian,2,Bolt
Yes,"Yes, absolutely",Yes,Most of the customers prefer paying with cash instead of e-payment, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,27,18-29,Tertiary,17,Single,Christian,9,Uber
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,No,Yes,No,Accra,Male,28,18-29,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,28,18-29,SSS/SHS,14,Single,Christian,7,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,28,18-29,Tertiary,18,Single,Islam,6,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,No,No, ,No,Yes,Yes,No,Accra,Male,28,18-29,Tertiary,17,Single,Christian,4,Uber
Yes,"Yes, but not as it was in March 2020",Yes,Through cash exchange I become vulnerable, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,No,No, ,No,No,Yes,Yes,Accra,Male,29,18-29,SSS/SHS,14,Single,Christian,8,Yango
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,29,18-29,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,I am very vulnerable because of the diverse people we come across during the day., ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,29,18-29,SSS/SHS,14,Single,Christian,7,Bolt
Yes,"Yes, absolutely",Yes,Different riders request for my service in this COVID-19 era, ,Incorrect,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,No,Yes,No,Accra,Male,29,18-29,Tertiary,18,Single,Christian,5,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,29,18-29,Tertiary,18,Single,Christian,5,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,When they are more than one, ,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,14,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,29,18-29,Voc./Tech./Commercial,14,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,29,18-29,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,No,No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,No,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,29,30-39,SSS/SHS,14,Single,Christian,12,Uber
Yes,"Yes, absolutely",Yes,The car is not up to our 1 meter for physical distancing, ,Incorrect,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,30,30-39,Voc./Tech./Commercial,14,Single,Christian,12,Uber
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,No,No, ,No,No,Yes,Yes,Accra,Male,30,30-39,Tertiary,20,Single,Christian,6,Uber
Yes,"Yes, absolutely",Yes,I do not know whether those who patronize my service are carriers of COVID-19, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,30,30-39,SSS/SHS,14,Single,Christian,2,Bolt
Yes,No,No, , ,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,No,No, ,No,No,Yes,Yes,Accra,Male,30,30-39,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,30,30-39,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,30,30-39,Tertiary,18,Single,Christian,6,Bolt
Yes,No,No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,30,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,30,30-39,Prmiary,11,Single,Christian,8,Uber
Yes,"Yes, but not as it was in March 2020",Yes,The use of physical cash makes me vulnerable, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,31,30-39,SSS/SHS,14,Single,Christian,4,Bolt
Yes,No,No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,No, ,No,No,Yes,Yes,Accra,Male,31,30-39,SSS/SHS,14,Single,Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Some customers come without mask, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,No, ,Yes,No,Yes,Yes,Accra,Male,31,30-39,SSS/SHS,14,Single,Islam,6,Bolt
Yes,"Yes, absolutely",Yes,The virus is in Accra, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,14,High,No,No, ,Yes,Yes,Yes,Yes,Accra,Male,31,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,6,Bolt
Yes,No,No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,31,30-39,SSS/SHS,14,Marrried,Christian,6,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,31,30-39,Tertiary,18,Marrried,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,31,30-39,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,Fear of taking carriers of COVID-19 to their destinations, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,No, ,Yes,Yes,No,No,Accra,Male,32,30-39,SSS/SHS,14,Marrried,Islam,10,Bolt
Yes,No,No, , ,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,No, ,No,No,Yes,Yes,Accra,Male,32,30-39,Tertiary,16,Co-habiting (living with a partner but not married),Christian,4,Bolt
Yes,"Yes, absolutely",Yes,I meet different people so I am at risk, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Single,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,I do not know the status of those who patronize my services, ,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,33,30-39,SSS/SHS,13,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,14,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,33,30-39,Tertiary,18,Co-habiting (living with a partner but not married),Christian,4,Uber
